Institue,Branch,Quota,Category,Gender,Opening,Closing
"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Electrical Engineering,All India,OPEN,Neutral,792533,862444
"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Civil Engineering,All India,OPEN,Neutral,804717,847099
"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),All India,OPEN,Neutral,810738,810738
"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Electrical Engineering,All India,OPEN,Neutral,812241,905039
"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,All India,OPEN,Neutral,815846,815846
"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Information Technology,All India,OPEN,Neutral,821808,963560
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electrical Engineering,All India,OPEN,Neutral,832619,930709
"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,All India,OPEN,Neutral,884637,900763
"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),All India,OPEN,Neutral,890373,940755
"FACULTY OF ENGG, AGRA COLLEGE,AGRA",Computer Science and Engineering,All India,OPEN,Neutral,906831,1414648
"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,All India,OPEN,Neutral,920207,920207
"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Chemistry,All India,OPEN,Neutral,926245,1233404
"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering (Data Science),All India,OPEN,Neutral,931579,931579
"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Electronics and Communication Engineering,All India,OPEN,Neutral,934468,1278023
"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Computer Science and Engineering,All India,OPEN,Neutral,941862,1288870
"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science,All India,OPEN,Neutral,952654,952654
"RAJKIYA ENGINEERING COLLEGE, BASTI",Civil Engineering,All India,OPEN,Neutral,965678,1013243
"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Internet Of Things),All India,OPEN,Neutral,977294,1010681
"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering (Data Science),All India,OPEN,Neutral,1013757,1013757
"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Computer Science and Engineering,All India,OPEN,Neutral,1016035,1016035
"SHRI RAMMURTI SMARAK COLLEGE OF ENGG AND TECHNOLOGY,BAREILLY",Computer Science and Engineering,All India,OPEN,Neutral,1030979,1070050
"INDIAN INSTITUTE OF CARPET TECHNOLOGY,BHADOHI",Carpet & Textile Technology,All India,OPEN,Neutral,1037340,1037340
"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Neutral,1057486,1282444
"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Information Technology,All India,OPEN,Neutral,1060155,1079724
"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Neutral,1072671,1096162
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics Engineering (VLSI Design and Technology),All India,OPEN,Neutral,1103460,1336809
"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI",Handloom & Textile Technology,All India,OPEN,Neutral,1116249,1116249
"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Computer Science and Engineering,All India,OPEN,Neutral,1149772,1149772
"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Design,All India,OPEN,Neutral,1163117,1163117
"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Computer Science and Engineering,All India,OPEN,Neutral,1256526,1256526
"INSTITUTE OF TECHNOLOGY & MANAGEMENT,GORAKHPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Neutral,1320950,1368155
"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,All India,OPEN,Neutral,1349726,1349726
"KALICHARAN NIGAM INSTITUTE OF TECHNOLOGY,BANDA",Computer Science and Engineering,All India,OPEN,Neutral,1382545,1382545
"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Civil Engineering,All India,OPEN,Neutral,1401278,1401278
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering,Home State,OBC,Neutral,51107,51783
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OBC,Neutral,57702,58065
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OBC,Neutral,58269,59231
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electronics and Communication Engineering,Home State,OBC,Neutral,62175,62653
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,Home State,OBC,Neutral,68167,69686
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electrical Engineering,Home State,OBC,Neutral,73812,76812
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Computer Science and Engineering,Home State,OBC,Neutral,78312,81178
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,Home State,OBC,Neutral,79282,79947
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Information Technology,Home State,OBC,Neutral,81365,84058
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Mechanical Engineering,Home State,OBC,Neutral,90029,92287
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,Home State,OBC,Neutral,91709,95557
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electronics and Communication Engineering,Home State,OBC,Neutral,93994,96836
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OBC,Neutral,94912,97890
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,101716,105530
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC,Neutral,110492,117948
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Civil Engineering,Home State,OBC,Neutral,112122,113515
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,Home State,OBC,Neutral,116709,123597
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Chemical Engineering,Home State,OBC,Neutral,120043,120144
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electrical Engineering,Home State,OBC,Neutral,124335,133168
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,Home State,OBC,Neutral,141542,146363
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,Home State,OBC,Neutral,141654,145987
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,Home State,OBC,Neutral,146678,149830
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OBC,Neutral,149313,154888
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,Home State,OBC,Neutral,153468,157915
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science and Engineering,Home State,OBC,Neutral,155541,158054
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,157672,169963
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Mechanical Engineering,Home State,OBC,Neutral,161369,168680
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Information Technology,Home State,OBC,Neutral,162982,176522
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,166286,177538
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,172781,174862
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science & Engineering (Artificial Intelligence),Home State,OBC,Neutral,176487,182708
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Chemical Engineering,Home State,OBC,Neutral,182077,198551
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,Home State,OBC,Neutral,183325,195180
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,Home State,OBC,Neutral,185433,188492
"RAJKIYA ENGINEERING COLLEGE,BANDA",Information Technology,Home State,OBC,Neutral,188397,188397
"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,Home State,OBC,Neutral,189208,194358
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OBC,Neutral,189461,192955
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Civil Engineering,Home State,OBC,Neutral,190826,202533
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,OBC,Neutral,195629,204530
"LUCKNOW UNIVERSITY, LUCKNOW",Electronics and Communication Engineering,Home State,OBC,Neutral,205250,209731
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science,Home State,OBC,Neutral,207238,219050
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science Information Technology,Home State,OBC,Neutral,209822,226026
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OBC,Neutral,214789,216465
"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,Home State,OBC,Neutral,225873,231831
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,OBC,Neutral,226115,236230
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,Home State,OBC,Neutral,226526,248716
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OBC,Neutral,230135,231485
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,Home State,OBC,Neutral,230646,234526
"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,OBC,Neutral,244219,254892
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,OBC,Neutral,244245,250679
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,OBC,Neutral,247080,261603
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,Home State,OBC,Neutral,247274,252549
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,OBC,Neutral,251765,275480
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,252243,258470
"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,Home State,OBC,Neutral,253456,260593
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,OBC,Neutral,254965,276746
"Bundelkhand University, Jhansi",Computer Science and Engineering,Home State,OBC,Neutral,259016,273755
"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,Home State,OBC,Neutral,263177,297257
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,276458,290247
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OBC,Neutral,277138,289351
"LUCKNOW UNIVERSITY, LUCKNOW",Mechanical Engineering,Home State,OBC,Neutral,297997,361116
Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,Home State,OBC,Neutral,309081,309081
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC,Neutral,313988,326723
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,Home State,OBC,Neutral,329209,343254
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OBC,Neutral,329544,341351
"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,Home State,OBC,Neutral,334467,363878
"RAJKIYA ENGINEERING COLLEGE, BASTI",Computer Science and Engineering,Home State,OBC,Neutral,341949,372332
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,Home State,OBC,Neutral,344780,363363
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC,Neutral,358222,377690
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OBC,Neutral,363998,391511
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,Home State,OBC,Neutral,364033,395794
"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,Home State,OBC,Neutral,366415,379335
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,Home State,OBC,Neutral,379130,397667
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,385287,396438
"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,Home State,OBC,Neutral,391148,422227
"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,Home State,OBC,Neutral,394519,457797
"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,Home State,OBC,Neutral,396226,539140
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,OBC,Neutral,396577,411975
Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,Home State,OBC,Neutral,398053,439606
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OBC,Neutral,419265,459437
"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,Home State,OBC,Neutral,421323,453533
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OBC,Neutral,421848,494828
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,Home State,OBC,Neutral,425983,438025
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,Home State,OBC,Neutral,426811,457796
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,Home State,OBC,Neutral,431802,540390
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,Home State,OBC,Neutral,433643,450545
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,Home State,OBC,Neutral,445239,477081
"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Computer Science and Engineering,Home State,OBC,Neutral,446748,463521
"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,Home State,OBC,Neutral,454048,460963
"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Computer Science and Engineering,Home State,OBC,Neutral,457250,506436
"RAJKIYA ENGINEERING COLLEGE, GONDA",Computer Science and Engineering,Home State,OBC,Neutral,466211,494820
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,470473,527127
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Computer Engg.,Home State,OBC,Neutral,485916,499398
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),Home State,OBC,Neutral,486433,486433
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,Home State,OBC,Neutral,510096,633493
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,Home State,OBC,Neutral,519282,540049
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OBC,Neutral,534738,591795
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),Home State,OBC,Neutral,541235,547667
"Bundelkhand University, Jhansi",Electronics and Communication Engineering,Home State,OBC,Neutral,545666,635849
"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Information Technology,Home State,OBC,Neutral,568813,614229
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,OBC,Neutral,601754,650201
"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,Home State,OBC,Neutral,610192,675484
"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,Home State,OBC,Neutral,612616,728608
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical Engineering,Home State,OBC,Neutral,632408,704883
"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,Home State,OBC,Neutral,647166,737654
"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Electrical Engineering,Home State,OBC,Neutral,659930,706531
"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,Home State,OBC,Neutral,665678,790090
"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,672403,707666
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,Home State,OBC,Neutral,673751,698693
"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,Home State,OBC,Neutral,687740,778233
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC,Neutral,688414,842520
"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OBC,Neutral,695159,893442
"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,Home State,OBC,Neutral,714071,871657
"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,OBC,Neutral,724694,969450
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),Home State,OBC,Neutral,751641,751641
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,OBC,Neutral,753482,835272
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,Home State,OBC,Neutral,776886,967087
"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,Home State,OBC,Neutral,790268,993770
"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Neutral,798510,1064023
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,OBC,Neutral,811911,1128966
"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),Home State,OBC,Neutral,820903,1064319
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,Home State,OBC,Neutral,824863,1033666
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),Home State,OBC,Neutral,841555,1170759
"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,Home State,OBC,Neutral,851561,990219
"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya  (MCAET Ambedkar Nagar)",Computer Science and Engineering,Home State,OBC,Neutral,861231,900073
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,Home State,OBC,Neutral,864508,1074051
"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah",Computer Science and Engineering,Home State,OBC,Neutral,904634,1091854
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,Home State,OBC,Neutral,1016103,1375156
"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,Home State,OBC,Neutral,1078082,1310575
"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OBC,Neutral,1083134,1181866
Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics and Communication Engineering,Home State,OBC,Neutral,1244485,1333333
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electronics and Communication Engineering,Home State,OBC(AF),Neutral,86897,86897
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OBC(AF),Neutral,121102,121102
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC(AF),Neutral,129443,129443
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC(AF),Neutral,146489,146489
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,Home State,OBC(AF),Neutral,149933,149933
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,Home State,OBC(AF),Neutral,181479,191811
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OBC(AF),Neutral,215688,215688
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OBC(AF),Neutral,234563,234563
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,Home State,OBC(AF),Neutral,283581,331246
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC(AF),Neutral,294442,294442
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC(AF),Neutral,321217,321217
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science & Engineering (Artificial Intelligence),Home State,OBC(AF),Neutral,327850,327850
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OBC(AF),Neutral,339258,339258
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC(AF),Neutral,345944,345944
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,OBC(AF),Neutral,353059,353059
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC(AF),Neutral,368854,382176
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Civil Engineering,Home State,OBC(AF),Neutral,375644,375644
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,Home State,OBC(AF),Neutral,388168,388168
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,OBC(AF),Neutral,414668,414668
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OBC(AF),Neutral,429202,429202
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OBC(AF),Neutral,516487,516523
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,Home State,OBC(AF),Neutral,528719,533607
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC(AF),Neutral,531623,531623
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,OBC(AF),Neutral,544702,544702
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OBC(AF),Neutral,585576,585576
"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,Home State,OBC(AF),Neutral,617245,617245
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC(AF),Neutral,632987,632987
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,Home State,OBC(AF),Neutral,677200,677200
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OBC,Female,69098,69196
